Age,Weight (kg),Height (m),Frecuencia_Max_BPM,Promedio_BPM,BPM_Reposo,duracion_sesion_horas,calorias_quemadas,Fat_Percentage,Ingesta_Agua (litros),Workout_Frequency (days/week),Experience_Level,IMC,intensidad_sesion,duracion_minutos,Gender_Male,categoria_ejercicio_HIIT,categoria_ejercicio_Strength,categoria_ejercicio_Yoga,intensidad_ejercicio,eficiencia_metabolica,tipo_usuario,intensidad_num,Age_z,Age_mm,Weight (kg)_z,Weight (kg)_mm,Height (m)_z,Height (m)_mm,IMC_z,IMC_mm,duracion_minutos_z,duracion_minutos_mm,calorias_quemadas_z,calorias_quemadas_mm,eficiencia_metabolica_z,eficiencia_metabolica_mm,Promedio_BPM_z,Promedio_BPM_mm,BPM_Reposo_z,BPM_Reposo_mm,Ingesta_Agua (litros)_z,Ingesta_Agua (litros)_mm,age_group
42,62.9,1.98,173,126,61,1.42,886.0,28.5,3.4,4,2,16.04,Media,85.19999999999999,True,False,False,True,Moderada,0.6483205132708137,Adulto_Regular,1,0.2724137604972655,0.5853658536585367,-0.5168129046009434,0.2547274749721913,2.016543578128048,0.96,-1.344063225873007,0.0843297671491503,0.4770982990504073,0.6133333333333332,-0.0703268201980753,0.4158730158730158,0.9321251781785052,0.5137910485630025,-1.2391573458335905,0.1224489795918368,-0.1670043049369284,0.4583333333333335,1.2892622521001649,0.8636363636363636,30-44
56,40.4,1.8,196,165,72,1.23,913.0,30.0,2.1,4,2,13.36,Media,73.8,False,False,False,False,Alta,0.9259935413725396,Senior,2,1.4223425629434223,0.9268292682926832,-1.5783039134270087,0.0044493882091212,0.6064847196885287,0.6000000000000001,-1.7506078070095403,0.0,-0.0770683417227069,0.4866666666666666,0.0296275129237399,0.4373015873015873,2.862797302321938,0.8658356294898638,1.480938900035978,0.9183673469387754,1.3350520612310908,0.916666666666667,-0.8778976451509954,0.2727272727272728,45-59
50,67.1,1.75,161,120,59,0.67,362.0,31.8,2.7,3,1,21.91,Media,40.2,False,False,False,False,Moderada,0.4109984082326841,Senior,1,0.929515933323641,0.7804878048780488,-0.3186679162867448,0.3014460511679643,0.2148017034553284,0.5,-0.4536092365926149,0.2690371302706104,-1.7104015987382026,0.1133333333333333,-2.0101812852288616,0.0,-0.7179852980622685,0.2129049251105619,-1.6576336913519856,0.0,-0.4401054624220228,0.375,0.1223299997341557,0.5454545454545455,45-59
18,70.0,1.61,173,168,71,1.3,1201.0,23.9,2.5,2,1,27.01,Media,78.0,True,False,True,False,Alta,0.5700642686944056,Joven_Activo,2,-1.698892757981861,0.0,-0.1818535195936072,0.3337041156840934,-0.8819107419976303,0.2200000000000002,0.3200390334806389,0.4295154185022027,0.1270983154042301,0.5333333333333333,1.0958070662231034,0.6658730158730158,0.3880062517681558,0.4145747616403896,1.6901770727951757,0.979591836734694,1.1985014824885436,0.875,-0.2110792152275615,0.4545454545454545,18-29
44,69.5,1.75,192,155,69,1.02,711.0,27.6,2.1,3,1,22.69,Media,61.2,False,True,False,False,Moderada,0.51201617711871,Adulto_Regular,1,0.4366893037038594,0.6341463414634148,-0.2054422086786309,0.3281423804226918,0.2148017034553284,0.5,-0.3352865599931759,0.2935808684707363,-0.6895683131035176,0.3466666666666667,-0.7181789793209524,0.276984126984127,-0.0156045455465306,0.3409791509608991,0.783478324171986,0.7142857142857144,0.9254003250034492,0.791666666666667,-0.8778976451509954,0.2727272727272728,30-44
30,107.9,1.66,194,140,64,1.08,832.0,29.5,2.8,3,2,39.16,Media,64.80000000000001,True,False,False,False,Moderada,0.327872987049017,Adulto_Regular,1,-0.7132394987422978,0.2926829268292683,1.6061691130511877,0.7552836484983314,-0.4902277257644319,0.3199999999999998,2.1631422651257424,0.8118313404657016,-0.5145683212804284,0.3866666666666668,-0.270235486441706,0.373015873015873,-1.2959598121306397,0.1075153081750197,-0.2627125396240017,0.4081632653061224,0.2426474312907132,0.5833333333333335,0.2890346072150136,0.5909090909090909,30-44
58,109.0,1.91,198,156,56,1.49,1151.0,26.0,2.2,3,2,29.88,Media,89.4,True,False,False,True,Alta,0.4308808687396865,Senior,2,1.5866181061500164,0.9756097560975612,1.6580642290382397,0.7675194660734148,1.4681873554015674,0.8199999999999998,0.7554058050708813,0.5198237885462555,0.6812649561773451,0.66,0.9107064493308528,0.6261904761904762,-0.5797417224342124,0.2381126758411019,0.8532243817583852,0.7346938775510203,-0.8497571986496644,0.25,-0.7111930376701368,0.3181818181818182,45-59
20,101.0,1.91,179,143,58,1.36,1070.0,29.3,2.7,3,2,27.69,Media,81.60000000000001,True,False,False,False,Alta,0.4735552581451503,Joven_Activo,2,-1.534617214775267,0.048780487804878,1.2806452036778606,0.6785317018909898,1.4681873554015674,0.8199999999999998,0.4231921361570727,0.4509125235997482,0.3020983072273194,0.5733333333333335,0.6108434499654068,0.5619047619047619,-0.2830249163287701,0.29221691361047,-0.0534743668648041,0.4693877551020411,-0.57665604116457,0.3333333333333335,0.1223299997341557,0.5454545454545455,18-29
56,88.5,1.85,161,144,59,1.57,1119.0,11.0,3.5,4,3,25.86,Larga,94.2,True,False,False,False,Alta,0.4593573430672755,Senior,2,1.4223425629434223,0.9268292682926832,0.6909279765522688,0.539488320355951,0.9981677359217288,0.7000000000000002,0.1455889333660814,0.3933291378225298,0.91459827860813,0.7133333333333333,0.7922420545198123,0.6007936507936508,-0.3817436109358906,0.2742162489517676,0.016271690721595,0.489795918367347,-0.4401054624220228,0.375,1.4559668595810231,0.9090909090909092,45-59
23,80.9,1.8,178,126,59,1.55,1074.0,10.7,3.5,4,3,24.97,Larga,93.0,True,False,False,False,Alta,0.4624904724378932,Joven_Activo,2,-1.2882038999653762,0.1219512195121951,0.3323799024599091,0.4549499443826473,0.6064847196885287,0.6000000000000001,0.010579725451337,0.3653241032095657,0.8562649480004336,0.7000000000000001,0.6256514993167869,0.5650793650793651,-0.3599588319872827,0.2781885512809109,-1.2391573458335905,0.1224489795918368,-0.4401054624220228,0.375,1.4559668595810231,0.9090909090909092,18-29
25,43.1,1.62,196,161,65,1.04,837.0,33.6,1.8,4,2,16.42,Media,62.400000000000006,False,True,False,False,Moderada,0.8168977794434552,Adulto_Regular,1,-1.1239283567587823,0.1707317073170731,-1.4509249923678809,0.0344827586206896,-0.8035741387509903,0.2400000000000002,-1.2864188449655878,0.0962869729389554,-0.6312349824958212,0.3600000000000001,-0.2517254247524809,0.376984126984127,2.104249927884448,0.7275198123153167,1.2019546696903811,0.8367346938775513,0.3791980100332603,0.625,-1.378011467593571,0.1363636363636363,18-29
44,59.1,1.52,177,136,56,1.58,967.0,18.4,2.7,5,3,25.58,Larga,94.8,False,False,False,True,Alta,0.3987655176281575,Adulto_Regular,2,0.4366893037038594,0.6341463414634148,-0.6960869416471233,0.2124582869855394,-1.5869401712173907,0.04,0.1031141263816673,0.3845185651353052,0.9437649439119786,0.7200000000000001,0.2295361791673706,0.4801587301587302,-0.803041095700645,0.1973955943129843,-0.5416967699695985,0.3265306122448983,-0.8497571986496644,0.25,0.1223299997341557,0.5454545454545455,30-44
26,54.0,1.53,175,148,54,1.14,844.0,26.9,1.7,3,1,23.07,Media,68.39999999999999,False,False,True,False,Moderada,0.5348583132444606,Adulto_Regular,1,-1.0417905851554854,0.1951219512195122,-0.9366915703143648,0.1557285873192435,-1.5086035679707506,0.06,-0.2776421790857572,0.3055380742605412,-0.3395683294573405,0.4266666666666665,-0.2258113383875658,0.3825396825396825,0.1432177778723656,0.3699392926600714,0.2952559210671918,0.5714285714285716,-1.1228583561347587,0.1666666666666669,-1.5447160750744295,0.0909090909090909,18-29
54,72.3,1.78,163,149,72,1.27,852.0,27.7,1.8,2,1,22.82,Media,76.2,False,False,False,False,Moderada,0.4899694286680422,Senior,1,1.2580670197368289,0.878048780487805,-0.0733455498024984,0.3592880978865405,0.4498115131952486,0.56,-0.3155661138932696,0.2976714915040906,0.0395983194926858,0.5133333333333333,-0.1961952396848057,0.3888888888888889,-0.1688965053479444,0.3130274324516321,0.3650019786535909,0.5918367346938775,1.3350520612310908,0.916666666666667,-1.378011467593571,0.1363636363636363,45-59
50,51.1,1.98,171,126,52,0.92,574.0,28.0,2.4,2,1,13.36,Media,55.2,True,False,False,True,Moderada,0.7783346350776706,Senior,1,0.929515933323641,0.7804878048780488,-1.073505967007502,0.1234705228031145,2.016543578128048,0.96,-1.7506078070095403,0.0,-0.9812349661419992,0.28,-1.225354669605719,0.1682539682539682,1.8361187796943423,0.6786279696675638,-1.2391573458335905,0.1224489795918368,-1.3959595136198533,0.0833333333333334,-0.3777838227084202,0.409090909090909,45-59
59,89.4,1.72,188,152,67,1.08,813.0,24.5,3.2,3,1,30.22,Media,64.80000000000001,True,False,False,True,Moderada,0.4151653307841262,Senior,1,1.6687558777533134,1.0,0.7333876169053116,0.5494994438264739,-0.0202081062845916,0.4399999999999999,0.8069823564090982,0.5305223410950282,-0.5145683212804284,0.3866666666666668,-0.3405737208607612,0.357936507936508,-0.6890125120897449,0.2181879103302848,0.5742401514127885,0.6530612244897962,0.6522991675183548,0.7083333333333335,0.9558530371384482,0.7727272727272728,45-59
41,51.5,1.8,166,126,60,1.09,680.0,26.7,2.1,4,2,15.9,Media,65.4,True,False,True,False,Moderada,0.6539341834477718,Adulto_Regular,1,0.1902759888939685,0.5609756097560976,-1.054635015739483,0.1279199110122357,0.6064847196885287,0.6000000000000001,-1.365300629365214,0.0799244808055381,-0.4854016559765805,0.3933333333333334,-0.8329413617941478,0.2523809523809524,0.971157260620512,0.5209082762549366,-1.2391573458335905,0.1224489795918368,-0.3035548836794756,0.4166666666666669,-0.8778976451509954,0.2727272727272728,30-44
32,87.9,1.88,173,143,64,1.52,1195.0,11.6,3.5,5,3,24.87,Larga,91.2,True,False,False,False,Alta,0.526862491975818,Adulto_Regular,2,-0.5489639555357039,0.3414634146341463,0.6626215496502406,0.5328142380422691,1.2331775456616472,0.7599999999999998,-0.0045898484716675,0.3621774701069856,0.7687649520888894,0.68,1.0735949921960333,0.6611111111111111,0.0876224997190045,0.3598018818826223,-0.0534743668648041,0.4693877551020411,0.2426474312907132,0.5833333333333335,1.4559668595810231,0.9090909090909092,30-44
49,42.0,1.52,171,130,70,1.1,644.0,28.8,2.2,3,1,18.18,Media,66.0,False,True,False,False,Moderada,0.5367203387005367,Adulto_Regular,1,0.8473781617203441,0.7560975609756098,-1.5028201083549328,0.0222469410456062,-1.5869401712173907,0.04,-1.0194343439207003,0.1516677155443674,-0.4562349906727327,0.4,-0.9662138059565684,0.2238095238095238,0.156164518386084,0.3723000403921821,-0.9601731154879936,0.2040816326530614,1.0619509037459964,0.8333333333333335,-0.7111930376701368,0.3181818181818182,45-59
49,79.2,1.72,194,128,69,1.46,925.0,29.9,3.3,3,1,26.77,Media,87.6,True,False,False,True,Alta,0.3944475431674863,Adulto_Regular,2,0.8473781617203441,0.7560975609756098,0.2521783595708285,0.436040044493882,-0.0202081062845916,0.4399999999999999,0.2836320560654267,0.42196349905601,0.5937649602658002,0.6399999999999999,0.07405166097788,0.4468253968253968,-0.8330641518864517,0.1919210996533771,-1.099665230660792,0.1632653061224491,0.9254003250034492,0.791666666666667,1.1225576446193062,0.818181818181818,45-59
41,64.8,1.71,164,131,54,1.2,778.0,22.5,2.8,3,2,22.16,Media,72.0,True,False,True,False,Moderada,0.4876153229041315,Adulto_Regular,1,0.1902759888939685,0.5609756097560976,-0.4271758860778535,0.2758620689655171,-0.0985447095312317,0.4199999999999999,-0.4156853017851025,0.276903713027061,-0.1645683376342512,0.4666666666666667,-0.4701441526853366,0.3301587301587302,-0.185264700727737,0.3100428063149882,-0.8904270579015944,0.2244897959183673,-1.1228583561347587,0.1666666666666669,0.2890346072150136,0.5909090909090909,30-44
58,63.0,1.78,176,154,73,1.58,1095.0,17.5,2.7,4,3,19.88,Larga,94.8,False,True,False,False,Alta,0.5810177520821129,Senior,2,1.5866181061500164,0.9756097560975612,-0.5120951667839386,0.2558398220244715,0.4498115131952486,0.56,-0.7615515872296161,0.2051604782882315,0.9437649439119786,0.7200000000000001,0.7033937584115321,0.5817460317460318,0.4641662777652332,0.4284620105938677,0.7137322665855869,0.6938775510204085,1.471602639973638,0.9583333333333336,0.1223299997341557,0.5454545454545455,45-59
29,56.2,1.77,191,123,61,0.68,418.0,33.4,2.6,3,1,17.94,Media,40.8,False,False,False,True,Moderada,0.5710756989529367,Adulto_Regular,1,-0.7953772703455947,0.2682926829268293,-0.8329013383402605,0.1802002224694104,0.3714749099486085,0.54,-1.0558413213359124,0.144115796098175,-1.6812349334343544,0.12,-1.8028685943095408,0.0444444444444444,0.3950387684623802,0.4158570919550607,-1.448395518592788,0.0612244897959186,-0.1670043049369284,0.4583333333333335,-0.0443746077467029,0.5000000000000001,18-29
56,52.9,1.64,169,155,53,1.1,767.0,27.4,2.3,3,2,19.67,Media,66.0,False,False,False,False,Moderada,0.5908089537982776,Senior,1,1.4223425629434223,0.9268292682926832,-0.9885866863014168,0.1434927697441601,-0.646900932257712,0.2799999999999998,-0.7934076924679261,0.1985525487728132,-0.4562349906727327,0.4,-0.5108662884016317,0.3214285714285714,0.5322449109133512,0.4408756739896324,0.783478324171986,0.7142857142857144,-1.259408934877306,0.125,-0.5444884301892788,0.3636363636363636,45-59
19,49.0,1.69,176,147,64,1.05,772.0,29.2,2.4,3,1,17.16,Media,63.0,False,False,False,True,Moderada,0.7141007141007142,Adulto_Regular,1,-1.616754986378564,0.024390243902439,-1.1725784611646015,0.1001112347052279,-0.2552179160245117,0.3799999999999999,-1.174163997935351,0.119572057898049,-0.6020683171919734,0.3666666666666667,-0.4923562267124067,0.3253968253968254,1.3894976530316223,0.5971897257509189,0.2255098634807925,0.5510204081632653,0.2426474312907132,0.5833333333333335,-0.3777838227084202,0.409090909090909,18-29
20,128.2,1.84,164,132,58,0.83,603.0,26.2,2.3,3,1,37.87,Media,49.8,True,True,False,False,Moderada,0.3197368295468645,Adulto_Regular,1,-1.534617214775267,0.048780487804878,2.563869889903148,0.9810901001112344,0.9198311326750888,0.6800000000000002,1.9674547615189784,0.7712397734424166,-1.243734953876633,0.2199999999999999,-1.1179963118082137,0.1912698412698413,-1.352530853957905,0.0971999737049002,-0.8206810003151952,0.2448979591836737,-0.57665604116457,0.3333333333333335,-0.5444884301892788,0.3636363636363636,18-29
54,83.6,1.86,168,142,56,1.54,1082.0,12.4,3.5,5,3,24.16,Larga,92.4,True,True,False,False,Alta,0.4846836386571485,Senior,2,1.2580670197368289,0.878048780487805,0.4597588235190364,0.4849833147942156,1.0765043391683689,0.7200000000000002,-0.112293823325003,0.3398363750786659,0.8270982826965858,0.6933333333333335,0.6552675980195469,0.5714285714285714,-0.2056488233453899,0.3063259038877172,-0.1232204244512033,0.4489795918367347,-0.8497571986496644,0.25,1.4559668595810231,0.9090909090909092,45-59
34,56.2,1.77,192,138,59,1.81,1249.0,17.3,2.7,5,3,17.94,Larga,108.6,False,False,False,False,Alta,0.6410769682448759,Adulto_Regular,2,-0.3846884123291099,0.3902439024390244,-0.8329013383402605,0.1802002224694104,0.3714749099486085,0.54,-1.0558413213359124,0.144115796098175,1.6145982459004855,0.8733333333333334,1.273503658439664,0.703968253968254,0.8817605080585375,0.5046074026377421,-0.4022046547968001,0.3673469387755101,-0.4401054624220228,0.375,0.1223299997341557,0.5454545454545455,30-44
19,87.8,1.78,195,161,72,1.28,1133.0,23.6,3.3,2,1,27.71,Media,76.8,True,False,False,False,Alta,0.5323927884037051,Joven_Activo,2,-1.616754986378564,0.024390243902439,0.6579038118332354,0.5317018909899888,0.4498115131952486,0.56,0.4262260509416736,0.4515418502202643,0.0687649847965337,0.52,0.8440702272496425,0.611904761904762,0.1260748810128042,0.3668134051179419,1.2019546696903811,0.8367346938775513,1.3350520612310908,0.916666666666667,1.1225576446193062,0.818181818181818,18-29
19,85.9,1.85,195,156,62,1.66,1424.0,12.9,3.5,4,3,25.1,Larga,99.6,True,False,True,False,Alta,0.5696091137458199,Joven_Activo,2,-1.616754986378564,0.024390243902439,0.5682667933101458,0.5105672969966629,0.9981677359217288,0.7000000000000002,0.0303001715512439,0.3694147262429201,1.177098266342763,0.7733333333333333,1.921355817562541,0.8428571428571429,0.3848415404621716,0.413997698631328,0.8532243817583852,0.7346938775510203,-0.0304537261943812,0.5,1.4559668595810231,0.9090909090909092,18-29
45,51.1,1.87,177,158,57,1.44,1126.0,26.2,3.4,4,2,14.61,Media,86.39999999999999,True,False,False,False,Alta,0.892019671964915,Adulto_Regular,2,0.5188270753071563,0.6585365853658538,-1.073505967007502,0.1234705228031145,1.154840942415009,0.7400000000000002,-1.560988132971978,0.039332913782253,0.5354316296581038,0.6266666666666666,0.8181561408847274,0.6063492063492064,2.6265755739711376,0.8227622467424064,0.9927164969311836,0.7755102040816326,-0.7132066199071172,0.2916666666666669,1.2892622521001649,0.8636363636363636,45-59
40,57.4,1.71,168,143,61,1.87,1337.0,18.3,2.7,5,3,19.63,Larga,112.2,False,False,True,False,Alta,0.6070413160401473,Adulto_Regular,2,0.1081382172906716,0.5365853658536586,-0.7762884845362038,0.1935483870967741,-0.0985447095312317,0.4199999999999999,-0.7994755220371286,0.1972938955317809,1.7895982377235744,0.9133333333333334,1.599280744170025,0.7738095238095238,0.6451092013474048,0.4614556892758075,-0.0534743668648041,0.4693877551020411,-0.1670043049369284,0.4583333333333335,0.1223299997341557,0.5454545454545455,30-44
54,114.9,1.92,188,135,71,1.2,802.0,20.7,2.6,4,2,31.17,Media,72.0,True,True,False,False,Moderada,0.3573592842120272,Senior,1,1.2580670197368289,0.878048780487805,1.936410760241519,0.8331479421579533,1.5465239586482074,0.8399999999999999,0.951093308677646,0.5604153555695406,-0.1645683376342512,0.4666666666666667,-0.3812958565770563,0.3492063492063492,-1.0909403604178949,0.1448991736473043,-0.6114428275559977,0.3061224489795919,1.1985014824885436,0.875,-0.0443746077467029,0.5000000000000001,45-59
49,62.1,1.66,173,152,73,1.37,937.0,31.3,1.8,3,2,22.54,Media,82.2,False,True,False,False,Alta,0.5057243462284946,Adulto_Regular,2,0.8473781617203441,0.7560975609756098,-0.5545548071369812,0.2458286985539488,-0.4902277257644319,0.3199999999999998,-0.3580409208776837,0.2888609188168659,0.3312649725311672,0.5800000000000001,0.1184758090320202,0.4563492063492064,-0.0593519076601928,0.3330021249452608,0.5742401514127885,0.6530612244897962,1.471602639973638,0.9583333333333336,-1.378011467593571,0.1363636363636363,45-59
50,57.1,1.91,184,131,68,1.09,707.0,29.5,2.7,4,2,15.65,Media,65.4,True,False,False,True,Moderada,0.6907602270617775,Senior,1,0.929515933323641,0.7804878048780488,-0.790441697987218,0.1902113459399332,1.4681873554015674,0.8199999999999998,-1.4032245641727263,0.0720578980490875,-0.4854016559765805,0.3933333333333334,-0.7329870286723325,0.2738095238095238,1.227210274966594,0.5675977555317551,-0.8904270579015944,0.2244897959183673,0.788849746260902,0.75,0.1223299997341557,0.5454545454545455,45-59
18,68.1,1.8,174,153,50,1.1,926.0,25.4,3.3,4,2,21.02,Media,66.0,True,False,False,True,Alta,0.6674739786062337,Joven_Activo,2,-1.698892757981861,0.0,-0.2714905381166974,0.3125695216907673,0.6064847196885287,0.6000000000000001,-0.5886184445073593,0.2410320956576463,-0.4562349906727327,0.4,0.0777536733157251,0.4476190476190477,1.0653000200298914,0.5380745510817808,0.6439862089991877,0.6734693877551021,-1.6690606711049476,0.0,1.1225576446193062,0.818181818181818,18-29
36,69.2,1.65,165,126,65,1.23,852.0,27.2,2.7,3,1,25.42,Media,73.8,True,False,True,False,Moderada,0.454158750871537,Adulto_Regular,1,-0.2204128691225161,0.4390243902439024,-0.2195954221296449,0.3248053392658508,-0.5685643290110719,0.2999999999999998,0.0788428081048598,0.3794839521711768,-0.0770683417227069,0.4866666666666666,-0.1961952396848057,0.3888888888888889,-0.4178896388944469,0.2676252731430263,-1.2391573458335905,0.1224489795918368,0.3791980100332603,0.625,0.1223299997341557,0.5454545454545455,30-44
19,65.2,1.52,188,130,71,1.23,800.0,30.6,2.4,3,1,28.22,Media,73.8,False,False,False,False,Moderada,0.384128575516797,Adulto_Regular,1,-1.616754986378564,0.024390243902439,-0.4083049348098343,0.2803114571746384,-1.5869401712173907,0.04,0.5035908779489987,0.4675896790434234,-0.0770683417227069,0.4866666666666666,-0.3886998812527463,0.3476190476190476,-0.904812363548641,0.1788383142383893,-0.9601731154879936,0.2040816326530614,1.1985014824885436,0.875,-0.3777838227084202,0.409090909090909,18-29
43,108.6,1.73,174,150,66,1.33,988.0,28.5,2.2,2,1,36.29,Media,79.80000000000001,True,False,False,False,Alta,0.3411670537600546,Adulto_Regular,2,0.3545515321005624,0.6097560975609757,1.63919327777022,0.7630700778642934,0.0581284969620483,0.4599999999999999,1.7277754935355,0.7215229704216488,0.2145983113157751,0.5533333333333335,0.3072784382621158,0.4968253968253968,-1.2035256128460752,0.1243700389931184,0.4347480362399901,0.6122448979591839,0.5157485887758075,0.666666666666667,-0.7111930376701368,0.3181818181818182,30-44
49,40.0,1.65,188,148,74,1.03,686.0,34.3,2.5,3,2,14.69,Media,61.8,False,False,False,True,Moderada,0.7556380956157569,Adulto_Regular,1,0.8473781617203441,0.7560975609756098,-1.5971748646950277,0.0,-0.5685643290110719,0.2999999999999998,-1.5488524738335745,0.0418502202643171,-0.6604016477996695,0.3533333333333334,-0.8107292877670778,0.2571428571428571,1.6783087959404113,0.6498524210376401,0.2952559210671918,0.5714285714285716,1.608153218716185,1.0,-0.2110792152275615,0.4545454545454545,45-59
23,41.9,1.58,163,132,67,0.56,370.0,26.8,1.8,3,1,16.78,Media,33.6,False,True,False,False,Moderada,0.6562517736534422,Adulto_Regular,1,-1.2882038999653762,0.1219512195121951,-1.5075378461719378,0.0211345939933258,-1.1169205517375504,0.1600000000000001,-1.23180837884277,0.1076148521082442,-2.0312349170805324,0.0399999999999999,-1.9805651865261011,0.0063492063492063,0.9872715618036882,0.5238466065576427,-0.8206810003151952,0.2448979591836737,0.6522991675183548,0.7083333333333335,-1.378011467593571,0.1363636363636363,18-29
49,68.3,1.52,177,150,60,1.45,979.0,29.4,1.8,4,2,29.56,Media,87.0,False,False,True,False,Alta,0.3806790785933149,Adulto_Regular,2,0.8473781617203441,0.7560975609756098,-0.2620550624826878,0.314794215795328,-1.5869401712173907,0.04,0.7068631685172654,0.5097545626179987,0.5645982949619522,0.6333333333333333,0.2739603272215107,0.4896825396825397,-0.9287968592629512,0.1744649089165341,0.4347480362399901,0.6122448979591839,-0.3035548836794756,0.4166666666666669,-1.378011467593571,0.1363636363636363,45-59
21,88.4,1.6,198,121,67,1.71,1138.0,12.0,3.5,4,3,34.53,Larga,102.6,True,True,False,False,Alta,0.3212168529893773,Joven_Activo,2,-1.45247944317197,0.073170731707317,0.6862102387352642,0.5383759733036707,-0.9602473452442704,0.2000000000000001,1.4607909924906128,0.6661422278162368,1.3229315928620036,0.8066666666666665,0.8625802889388676,0.6158730158730159,-1.3422401893475442,0.0990764045420733,-1.5878876337655865,0.0204081632653063,0.6522991675183548,0.7083333333333335,1.4559668595810231,0.9090909090909092,18-29
28,66.0,1.9,175,158,56,1.18,1025.0,24.1,3.0,3,1,18.28,Media,70.8,True,True,False,False,Alta,0.7919803681588349,Joven_Activo,2,-0.8775150419488915,0.2439024390243903,-0.3705630322737966,0.2892102335928809,1.3898507521549273,0.7999999999999998,-1.0042647699976954,0.1548143486469478,-0.2229016682419476,0.4533333333333332,0.4442528947623813,0.5261904761904762,1.9309981298905523,0.6959285566811443,0.9927164969311836,0.7755102040816326,-0.8497571986496644,0.25,0.6224438221767309,0.6818181818181818,18-29
34,71.9,1.64,170,134,67,1.26,929.0,21.3,2.1,4,2,26.73,Media,75.6,True,False,False,False,Alta,0.459721653137291,Adulto_Regular,2,-0.3846884123291099,0.3902439024390244,-0.0922165010705169,0.3548387096774194,-0.646900932257712,0.2799999999999998,0.2775642264962248,0.4207048458149779,0.0104316541888372,0.5066666666666666,0.0888597103292601,0.45,-0.3792105478525509,0.2746781353179114,-0.6811888851423968,0.285714285714286,0.6522991675183548,0.7083333333333335,-0.8778976451509954,0.2727272727272728,30-44
55,75.6,1.71,173,130,57,1.03,663.0,28.1,2.0,4,2,25.85,Media,61.8,True,False,True,False,Moderada,0.415015680456705,Senior,1,1.3402047913401256,0.902439024390244,0.0823397981586576,0.3959955506117907,-0.0985447095312317,0.4199999999999999,0.1440719759737812,0.3930144745122719,-0.6604016477996695,0.3533333333333334,-0.895875571537513,0.2388888888888889,-0.6900530370463683,0.217998177869906,-0.9601731154879936,0.2040816326530614,-0.7132066199071172,0.2916666666666669,-1.044602252631854,0.2272727272727273,45-59
41,63.4,1.59,162,153,55,1.84,1267.0,15.2,2.7,5,3,25.08,Larga,110.4,False,True,False,False,Alta,0.4575936712664402,Adulto_Regular,2,0.1902759888939685,0.5609756097560976,-0.4932242155159198,0.2602892102335928,-1.0385839484909103,0.1800000000000001,0.0272662567666424,0.3687853996224039,1.70209824181203,0.8933333333333334,1.3401398805208742,0.7182539682539683,-0.3940064943901785,0.2719801977794148,0.6439862089991877,0.6734693877551021,-0.9863077773922116,0.2083333333333334,0.1223299997341557,0.5454545454545455,30-44
22,71.6,1.77,197,158,56,1.49,1177.0,30.3,1.8,3,1,22.85,Media,89.4,False,False,False,True,Alta,0.5761727833012693,Joven_Activo,2,-1.3703416715686731,0.0975609756097561,-0.1063697145215317,0.3515016685205783,0.3714749099486085,0.54,-0.311015241716368,0.2986154814348647,0.6812649561773451,0.66,1.006958770114823,0.6468253968253969,0.4304790081320692,0.422319372197491,0.9927164969311836,0.7755102040816326,-0.8497571986496644,0.25,-1.378011467593571,0.1363636363636363,18-29
51,57.4,1.77,177,123,72,1.08,598.0,31.6,2.1,4,2,18.32,Media,64.80000000000001,False,False,False,True,Moderada,0.5037333548978381,Senior,1,1.0116537049269378,0.8048780487804879,-0.7762884845362038,0.1935483870967741,0.3714749099486085,0.54,-0.9981969404284936,0.1560730018879798,-0.5145683212804284,0.3866666666666668,-1.1365063734974388,0.1873015873015873,-0.0731953532688225,0.330477869300333,-1.448395518592788,0.0612244897959186,1.3350520612310908,0.916666666666667,-0.8778976451509954,0.2727272727272728,45-59
23,83.8,1.99,179,130,71,1.79,1280.0,11.0,3.5,4,3,21.16,Larga,107.4,True,False,False,False,Alta,0.5632355063663214,Joven_Activo,2,-1.2882038999653762,0.1219512195121951,0.469194299153046,0.4872080088987762,2.094880181374688,0.98,-0.5673810410151523,0.2454373820012587,1.5562649152927894,0.86,1.388266040912859,0.7285714285714285,0.340525583014102,0.4059169932266753,-0.9601731154879936,0.2040816326530614,1.1985014824885436,0.875,1.4559668595810231,0.9090909090909092,18-29
39,55.9,1.71,184,148,59,1.95,1443.0,19.5,2.7,5,3,19.12,Larga,117.0,False,False,False,True,Alta,0.6450488145048815,Adulto_Regular,2,0.0260004456873747,0.5121951219512195,-0.8470545517912749,0.1768631813125695,-0.0985447095312317,0.4199999999999999,-0.8768403490444536,0.1812460667086218,2.022931560154359,0.9666666666666668,1.991694051981596,0.8579365079365079,0.9093769204555198,0.5096430626068382,0.2952559210671918,0.5714285714285716,-0.4401054624220228,0.375,0.1223299997341557,0.5454545454545455,30-44
28,87.0,1.76,197,121,60,1.2,799.0,28.4,3.5,3,2,28.09,Media,72.0,True,False,False,True,Moderada,0.3950595308729876,Adulto_Regular,1,-0.8775150419488915,0.2439024390243903,0.6201619092971977,0.5228031145717463,0.2931383067019685,0.52,0.4838704318490924,0.4634990560100692,-0.1645683376342512,0.4666666666666667,-0.3924018935905914,0.3468253968253968,-0.8288089758925593,0.1926970012841133,-1.5878876337655865,0.0204081632653063,-0.3035548836794756,0.4166666666666669,1.4559668595810231,0.9090909090909092,18-29
